name,health-resource,address,lat,long
NOEME PHARMACY,pharmacy,"National Highway, Suba, Calatrava, Negros Occidental, Western Visayas (Region VI), 6126, Calatrava, Negros Occidental",,
AJA Pharmacy,pharmacy,"Feria Street, Brgy. Robles, La Castellana, Negros Occidental",,
ST JUDE ROXAS PHARMACY,pharmacy,"Sitio Lawis, Brgy. Baybay, Roxas City, Capiz",,
JC\'S PHARMACY,pharmacy,"Purok 5 Barangay 1 Poblacion, Hinoba-An (ASIA, Negros Occidental",,
CONFLUENCE HEALTH AND WELLNESS PRODUCTS,pharmacy,"214-215 West Bridgeway, SM City Bacolod, Bishop Antonio Y Fortich Ave., Brgy. 12, Bacolod City, Negros Occidental",,
RXPERT\'S PHARMACY,pharmacy,"Rizal St. Barangay 5, San Carlos City, Negros Occidental",,
ZRNBIOCORE INC.,pharmacy,"Door 1, G/F Cischo Dormitory Building, Brgy. Mabolo Delgado Street, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
SHERYL DRUGSTORE,pharmacy,"Prk. Daisy, Abuanan, Bago City, Negros Occidental",,
ILOILO GRACE PHARMACY,pharmacy,"E. Lopez., St., Jaro, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
MOTUS PHARMACY,pharmacy,"Toting Reyes St.,, Kalibo, Aklan, Western Visayas (Region VI), 5600, Kalibo, Aklan",,
FARMACIA KABANKALAN,pharmacy,"CAM BLDG., SITIO MOJON, BARANGAY BINICUIL, Kabankalan City, Negros Occidental",,
CHRIZTMED PHARMA AND MEDICAL SUPPLIES TRADING,pharmacy,"CAM BUILDING, GUANZON STREET, BARANGAY 1, Kabankalan City, Negros Occidental",,
THE GENERICS PHARMACY,pharmacy,"Merzci Bldg. Bonifacio St., Barangay Zone-12, Bacolod, Negros Occidental, Negros Island Region, 6100, Bacolod, Negros Occidental",,
THE GENERICS PHARMACY,pharmacy,"Rizal St., Brgy. Ma-ao, Bago, Negros Occidental, Bago, Negros Occidental",,
KMP DRUGSTORE,pharmacy,"JWL Building, Osmeña Street, Brgy. Poblacion Centro, Calinog, Iloilo",,
THE GENERICS PHARMACY,pharmacy,"Simeon Aguilar St., Brgy. Poblacion Ilawod, Passi, Iloilo, Western Visayas (Region VI), 5037, Passi, Iloilo",,
Grace Pharmacy,pharmacy,"Gatuslao St., Brgy. Zone II, Murcia, Negros Occidental",,
FERD\'Z PHARMACY,pharmacy,"San Roque Ext., Poblacion VIII (Barangay VIII), Roxas City, Capiz",,
S &amp; A PHARMACY,pharmacy,"Purok Kasilingan II, Barangay Mansilingan, Bacolod City, Negros Occidental",,
MERCY GRACE DRUGSTORE,pharmacy,"Barangay 1 (Pob.), Sipalay, Negros Occidental",,
CONFLUENCE HEALTH AND WELLNESS PRODUCTS,pharmacy,"Brgy. Tagbac, Jaro, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
YELLOWPINK PHARMACY,pharmacy,"PUROK PAG-ASA, BRGY. BALINTAWAK, Escalante City, Negros Occidental",,
THE GENERICS PHARMACY,pharmacy,"Purok Totong I, Barangay Felisa, Bacolod, Negros Occidental, Negros Island Region, 6100, Bacolod, Negros Occidental",,
NEGROS GRACE PHARMACY,pharmacy,"Daalco Bldg., Mercedes Avenue, Brgy. 40, Bacolod, Negros Occidental",,
FAMILYHEALTH &amp; BEAUTY CORP.,pharmacy,"Lot 3A, Festive Walk Mall, Iloilo Business Park, Q. Abeto St., Brgy. Q. Abeto-Mirasol, Mandurriao, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
LILIA DELFIN PHARMACY,pharmacy,"San Lorenzo St., Panitan, Capiz, Western Visayas (Region VI), 5815, Panitan, Capiz",,
ST. ANNE PHARMACY,pharmacy,"Delgado Building, Cor. Regalado and Goding Ramos St., Kalibo, Aklan",,
Allday Rx,pharmacy,"GM Cordova, Buri Rd., Brgy. Mandalagan, Bacolod City, Negros Occidental",,
JAMES DRUGSTORE,pharmacy,"275 Rizal St.,Brgy. Poblacion, Belison, Antique",,
The Generics Pharmacy,pharmacy,"Public Market, Barangay II (POB.), Hinoba-An (ASIA, Negros Occidental",,
SPRINGFIELDS PHARMACY,pharmacy,"Poblacion Public Market, 6101, Bago, Negros Occidental",,
5 F PHARMACY,pharmacy,"Poblacion, Tibiao, Antique",,
JASAC Drugstore,pharmacy,"Bermejo Street, Zone III, Cabatuan, Iloilo, Western Visayas (Region VI), 5031, Cabatuan, Iloilo",,
SANDERSON'S PHARMACY,pharmacy,"Gatuslao Street, Barangay Inayawan, Cauayan, Negros Occidental",,
LILIAS 5 PHARMACY,pharmacy,"Purok 4, Cabacungan, La Castellana, Negros Occidental",,
ILOILO GRACE PHARMACY,pharmacy,"Maryville Bldg., Delgado St., Brgy. Edganzon, District of City Proper, Iloilo City, Iloilo",,
FAMILYHEALTH &amp; BEAUTY CORP.,pharmacy,"GF City Mall Parola Iloilo, Paprola Wharf, Muelle Loney, Port Area, Brgy. Concepcion City Proper,, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
St. Peter's Pharmacy,pharmacy,"Barangay Jalandoni Estate, Lapuz, Iloilo City, Iloilo",,
AMETHYST DRUGSTORE,pharmacy,"Barangay Aurora Del Pilar, Dumangas, Iloilo",,
ECBS PHARMACY,pharmacy,"ALEJANDRINO STREET, POBLACION SOUTH EAST ZONE, Lemery, Iloilo",,
B LOVED PHARMACY,pharmacy,"CENTRO ESTE (POB.), Libertad, Antique",,
K&amp;A Drugstore,pharmacy,"Toting Reyes St. Andagao, Kalibo, Aklan",,
CAREMED 22 PHARMACY,pharmacy,"CORNER CAMANSI, BONIFACIO EXT., BRGY. LAG-ASAN, DISTRICT 1, Bago City, Negros Occidental",,
S.B.C PHARMACY,pharmacy,"Poblacion Norte, Ivisan, Ivisan, Capiz, Western Visayas (Region VI), 5805, Ivisan, Capiz",,
CELT MEDICAL CLINIC &amp; PHARMACY,pharmacy,"Dy Buco Building, Barangay Centro Sur, Pandan, Antique",,
The Generics Pharmacy,pharmacy,"Brgy. 8 Pob. (Montano-San Roque), San Miguel, Iloilo",,
"The Doctors\' Hospital, Inc.",pharmacy,"TDHI Clinic Central, B.S. Aquino Drive, Barangay Villamonte, Bacolod, Negros Occidental",,
Deatras Drugstore,pharmacy,"Poblacion, San Rafael, Iloilo, Western Visayas (Region VI), 5039, San Rafael, Iloilo",,
Wealthcare Pharmacy,pharmacy,"Real Street, Poblacion,, Patnongon, Antique",,
DANIELS PHARMACY,pharmacy,"Purok 4 Islander Village San Miguel, Jordan, Guimaras",,
RM DIABETES HEALTH OPTIONS (PHARMACY),pharmacy,"Unit 2 G/F Nord Medical Hub, 101 B.S. Aquino Drive, Brgy. Villamonte, Bacolod, Negros Occidental, Negros Island Region, 6100, Bacolod, Negros Occidental",,
KECESS PHARMACY,pharmacy,"PUBLIC MARKET, BRGY. POBLACION, Balete, Aklan",,
The Generics Pharmacy,pharmacy,"Rizal Street. Barangay II (POB.), Himamaylan City, Negros Occidental",,
Lourde Pharmacy,pharmacy,"Rizal Street, Purok Bongainvilla, Brgy. Poblacion West, Candoni, Negros Occidental",,
FAMILYHEALTH &amp; BEAUTY CORP.,pharmacy,"Zone I – GF City Mall, Din-Iwid, Brgy. Balabag, Boracay Island, Malay, Aklan, Western Visayas (Region VI), 5608, Malay, Aklan",,
The Generics Pharmacy,pharmacy,"RC Lagtapon St., Barangay IV (POB.), Hinigaran, Negros Occidental",,
SUPER K DRUG CORPORATION,pharmacy,"Poblacion Ilaya, Dao, Capiz, Dao, Capiz",,
Hilhandale Pharmacy,pharmacy,"Corner McKinley-Bonifacio St., Brgy. IV, Silay City, Negros Occidental",,
SR PHARMACY,pharmacy,"54 Osmena Ave. Barangay II, Victorias City, Negros Occidental",,
SRG PHARMACY,pharmacy,"Stall No.66, Ground Floor Public Market, Ilaud Poblacion, Barotac Nuevo, Iloilo",,
FARMACIA BETITA,pharmacy,"Banate Public Market, Barangay Poblacion, Banate, Iloilo, Western Visayas (Region VI), 5010, Banate, Iloilo",,
HALLMARK PARTNERS CO.,pharmacy,"Reginaville Bldg., Jalandoni St., Jaro,, Iloilo City, Iloilo",,
NAZ PHARMA,pharmacy,"Felix Gorriceta Jr. Avenue, Brgy. Aganan,, Pavia, Iloilo, Western Visayas (Region VI), 5001, Pavia, Iloilo",,
St. Peter's Pharmacy,pharmacy,"EL 98 Street Barangay Cuartero Jaro, Iloilo City, Iloilo City, Iloilo",,
JEFFROSE PHARMACY,pharmacy,"Bangga Lote, Barangay Alijis, Bacolod City, Negros Occidental",,
NEGROS GRACE PHARMACY,pharmacy,"Ground Floor Angela Arcade, Corner Burgos Extension and Circumferential Road, Bacolod, Negros Occidental",,
Joint Ventures Medical (JVM) Inc.,pharmacy,"Prk. Matatag, Brgy. Ma-ao, Bago City, Negros Occidental",,
MKV PHARMACY,pharmacy,"DR, 5 BENEDICTO BLDG., PUROK MAINUSWAGON, BRGY. BATA, Bacolod City, Negros Occidental",,
The Generics Pharmacy,pharmacy,"#306 Purok Masagana Araneta St. Brgy. Sum-ag, Bacolod City, Negros Occidental",,
HENRIETTA DRUGSTORE,pharmacy,"Purok 4, Aguisan, Himamaylan, Negros Occidental, Negros Island Region, 6108, Himamaylan, Negros Occidental",,
M M &amp; C PHARMACY,pharmacy,"BANGGA ROSELAWN, PUROK MASINADYAHON, BARANGAY BATA, Bacolod City, Negros Occidental",,
GG Pharmacy,pharmacy,"Stall #10 Miag-ao Public Market, Octavio St.,, Miagao, Iloilo, Western Visayas (Region VI), 5023, Miagao, Iloilo",,
GLOBAL LEAGUE OF UNITED ORGANIZATIONS (GLUO) INC.,pharmacy,"Barangay Poblacion Ilaya, Passi City, Iloilo",,
PRODRUG PHARMACY,pharmacy,"Stall #30 Mina Public Market, Brgy. Cabalabaguan, Mina, Iloilo, Western Visayas (Region VI), 5032, Mina, Iloilo",,
Med-cure Pharmacy,pharmacy,"Lopez Jaena Street, Barangay 1, Hinigaran, Negros Occidental",,
TOBIAS FORNIER RHU PHARMACY,pharmacy,"Rizal St., Pob. Norte, Tobias Fornier, Antique",,
AJ PHARMACY,pharmacy,"0012 San Julian street, Janiuay, Iloilo",,
Family 1st Pharmacy,pharmacy,"155 Washington St., Brgy. Democracia, Jaro, Iloilo City, Iloilo",,
FERNANDEZ PHARMACY,pharmacy,"Barangay Burgos-Regidor-Zamora, Dumangas, Iloilo",,
GALT'Z MEDICAL CLINIC AND PHARMACY,pharmacy,"Pro Emmanuel Building, New Site, San Miguel, Jordan, Guimaras",,
FARMACIA NI DOK,pharmacy,"Door #2 Block 2 Lot 11 Bacolod Murcia Road, Barangay Alijis, Bacolod City, Negros Occidental",,
Farmacia Estrella,pharmacy,"Zone III, Brgy. San Isidro, Pontevedra, Negros Occidental",,
LUKE PHARMACY,pharmacy,"861 A-3C, Circumferential Road, Alijis, Bacolod City, Negros Occidental",,
The Generics Pharmacy,pharmacy,"Magallanes Street, Santo Rosario (POB.), Binalbagan, Negros Occidental",,
ALSUN PHARMACY,pharmacy,"Irene Chua Bldg., Andrea Village, Brgy. Zone 2, Cadiz City, Negros Occidental",,
Farmacia Felicidad,pharmacy,"Culasi Public Market, Centro Poblacion, Culasi, Antique",,
FASTLANE DRUGSTORE &amp; MEDICAL CLINIC,pharmacy,"Brgy. Ungka II, Pavia, Iloilo, Western Visayas (Region VI), 5001, Pavia, Iloilo",,
RAFFA PHARMA CORP.,pharmacy,"Stall No. 3, CHU-VIC-CON Bldg., Felipe Lacson St., Brgy. Zone 12, Talisay City, Negros Occidental",,
CRES Pharmacy,pharmacy,"Brgy. Inangayan, Santa Barbara, Iloilo",,
FAMILYHEALTH &amp; BEAUTY CORP.,pharmacy,"GF. G-33 &amp; 34 Gaisano City Mall, Luna St., Barangay Luna, District of La Paz, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
LLADY PHARMACY,pharmacy,"Tabuc Sur, Panitan, Capiz, Panitan, Capiz",,
KEN DANIEL PHARMACY,pharmacy,"BARANGAY WEST, Candoni, Negros Occidental",,
RS PHARMACY,pharmacy,"Brgy. Rumbang, Pototan, Iloilo",,
A &amp; E DRUG DISTRIBUTION SERVICES,pharmacy,"Libertad St., Brgy No. 4 Poblacion, Igbaras, Iloilo",,
G &amp; G Pharmacy,pharmacy,"CATALUNA, Brgy. Poblacion, Bingawan, Iloilo",,
NEGROS GRACE PHARMACY,pharmacy,"V.S. Ong &amp; Sons Bldg. 3rd Araneta St., Brgy. Poblacion, Bago, Negros Occidental",,
RPSS PHARMACY,pharmacy,"Gaisano Capital, Roxas Ave., Ext., Andagao, Kalibo, Aklan",,
GELO PHARMACY,pharmacy,"Delgado Street, Barangay Zone III Poblacion, Santa Barbara, Iloilo",,
STO. ROSARIO DRUGSTORE,pharmacy,"Talisay Public Market, 6115, Talisay, Negros Occidental",,
Grace Pharmacy,pharmacy,"OsmeÃ±a Avenue, Barangay IV, Victorias City, Negros Occidental",,
JMR Drugstore,pharmacy,"Tobias Fornier Public Market, Tobias Fornier, Antique",,
"WATSONS PERSONAL CARE STORES (PHILIPPINES), INC.",pharmacy,"G/F Sumbingco Bldg., La Salle Avenue, Barangay Villamonte, Bacolod City, Negros Occidental",,
K&amp;S PHARMA AND MEDICAL SUPPLIES TRADING,pharmacy,"POBLACION RIZAL ILAWOD, Calinog, Iloilo",,
EXCELGLOBAL INC.,pharmacy,"Caronelle Bldg. 1-B, Brgy. Burgos-Mabini Plaza, Lapaz, Iloilo City, Iloilo",,
ANGELMED PHARMACY,pharmacy,"SAN JOSE ST. SAN JOSE WARD (POB.), Pototan, Iloilo",,
TOPWIDE CONSUMER GOODS TRADING,pharmacy,"371 MARTESANO COMMERCIAL BUILDING, JAIME CARDINAL SIN AVENUE, BRGY. POOK, Kalibo, Aklan",,
TAPICAN PHARMACY,pharmacy,"Stall #3, Celsa Castro Building, Burgos St., Poblacion,, Makato, Aklan, Western Visayas (Region VI), 5611, Makato, Aklan",,
AV Pharmacy,pharmacy,"Don T. Lutero East, Janiuay, Iloilo",,
FARMACIA GALVAN,pharmacy,"BRGY. GIL MONTILLA - MARKET, Sipalay City, Negros Occidental",,
"CMS PHARMACY &amp; MEDICAL SUPPLIES, INC.",pharmacy,"Elemar Business Center, San Roque Ext., Roxas, Capiz, Western Visayas (Region VI), 5800, Roxas, Capiz",,
G-LIFE PHARMACY,pharmacy,"RIZAL ST. CROSSING HIGH SCHOOL, BRGY. LAG-ASAN DISTRICT 1, Bago City, Negros Occidental",,
PILLHUB PHARMACY,pharmacy,"Rm 101 R/S Building, S. Amantillo Street, Barangay Poblacion, Alimodian, Iloilo",,
IDJ PHARMACY,pharmacy,"Adelantar Comp. Phase V, Alta Tierra Vill., Brgy. Quintin Salas, Jaro, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
FTB PHARMACY,pharmacy,"Fronting CLMMRH, Lacson St., 6100, Bacolod, Negros Occidental",,
GALVAN PHARMACY,pharmacy,"Barangay 01 - Roxas Street, San Miguel, Iloilo, Western Visayas (Region VI), 5025, San Miguel, Iloilo",,
CATICLAN DRUGSTORE,pharmacy,"Caticlan, Malay, Aklan, Western Visayas (Region VI), 5608, Malay, Aklan",,
CONFLUENCE HEALTH AND WELLNESS PRODUCTS,pharmacy,"Susana Bldg. III, T.A. Fornier St., Barangay 6, San Jose, Antique, Western Visayas (Region VI), 5700, San Jose, Antique",,
NEGROS GRACE PHARMACY,pharmacy,"National Highway, Brgy. Sum-ag, Bacolod, Negros Occidental",,
A &amp; M MEDCARE PRODUCT DISTRIBUTORS,pharmacy,"5th-Lacson Street, Barangay 17, Bacolod, Negros Occidental",,
ARMADACLINIC PHARMACY,pharmacy,"Brgy. Pakiad, Oton, Iloilo",,
S GARCIA DRUGSTORE,pharmacy,"Agora Public Market, Barangay II (Poblacion), La Carlota, Negros Occidental, Negros Island Region, 6130, La Carlota, Negros Occidental",,
BOTIKA RBT,pharmacy,"Sitio Bliss, Cagay, Roxas City, Capiz",,
TRIPLE M Pharmacy,pharmacy,"Purok 4, Brgy. Cabacungan, La Castellana, Negros Occidental",,
GILO PHARMACY,pharmacy,"GUIMBAL PUBLIC MARKET ,  GERONA STREET, Guimbal, Iloilo",,
NOEKUR PHARMACY,pharmacy,"182 Osmena St., Barangay Mohon, Arevalo, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
COURAGE PHARMACY,pharmacy,"Barangay Jalandoni Estate Lapuz, Iloilo City, Iloilo",,
LOLITA PHARMACY,pharmacy,"Public Market, Magallanes St., Isabela, Negros Occidental, Western Visayas (Region VI), 6128, Isabela, Negros Occidental",,
MERCURY DRUG,pharmacy,"Villa Luisa 2 Building, Zulueta Avenue, Barangay Bolho, Miagao, Iloilo",,
GALICANO PHARMACY,pharmacy,"Poblacion Norte, Ivisan, Capiz, Western Visayas (Region VI), 5805, Ivisan, Capiz",,
Botika Araw,pharmacy,"Blk 52 Lot 27, Purok Progreso Village II, Brgy. Vista Alegre, Bacolod City, Negros Occidental",,
NECOR PHARMACY,pharmacy,"SARMIENTO STREET, POBLACION, Laua-An, Antique",,
"HUA KONG CHINESE DRUG &amp; TRADING, INC.",pharmacy,"#67 Tindalo Ave., Bacolod, Negros Occidental, Negros Island Region, 6100, Bacolod, Negros Occidental",,
PIT DRUGMART,pharmacy,"Princepan Corporation, Inday Leah, San Miguel, Jordan, Guimaras",,
LEDI PHARMACY ILOILO,pharmacy,"96 J. De Leon St., Brgy. Kauswagan, 5000, Iloilo City, Iloilo",,
GENERIKA DRUGSTORE,pharmacy,"Amelia Corner Hernaez Sts. Brgy 40, Libertad,, Bacolod City, Negros Occidental",,
ST THERESE PHARMACY,pharmacy,"Yap Bldg., Cabahug St., Barangay Zone 2, Cadiz City, Negros Occidental",,
ILOILO GRACE PHARMACY,pharmacy,"Gaisano Grand Mall, Barangay Poblacion Zone II, Estancia, Iloilo, Western Visayas (Region VI), 5017, Estancia, Iloilo",,
ILOILO GRACE PHARMACY,pharmacy,"Gaisano Grand Mall Sara, Barangay Poblacion Market, Sara, Iloilo, Western Visayas (Region VI), 5014, Sara, Iloilo",,
ILOILO GRACE PHARMACY,pharmacy,"# 73 Iznart St., Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
RJ&amp;J Pharmacy,pharmacy,"Corner San Miguel Brgy 2, Pontevedra, Negros Occidental",,
RIGHT AID PHARMACY,pharmacy,"JM Basa St., Barangay Basa-Mabini-Bonifacio, Dumangas, Iloilo",,
310 DRUGMART,pharmacy,"Purok Tangigue  Barangay-1, Bacolod City, Negros Occidental",,
ESCABROS. PHARMACY,pharmacy,"Baybay, Tangalan, Aklan, Tangalan, Aklan",,
JM PHARMACY,pharmacy,"Maquiling St., Brgy. Barangay Purok IV, Pavia, Iloilo, Western Visayas (Region VI), 5001, Pavia, Iloilo",,
JURAO PHARMACY,pharmacy,"R. MAPA ST. BRGY OÃ‘ATE DE LEON, MANDURRIAO, Iloilo City, Iloilo",,
CONFLUENCE HEALTH &amp; WELLNESS PRODUCTS,pharmacy,"Magsaysay Street, Barangay Zone III, Cadiz City, Negros Occidental",,
Lifestar Pharmacy,pharmacy,"Wilson Street, Poblacion, Pilar, Capiz",,
LIFECARE PHARMACY,pharmacy,"ZONE 1, BARANGAY BALDOZA LAPAZ, Iloilo City, Iloilo",,
KJERN PHARMACY,pharmacy,"OsmeÃ±a Avenue, Barangay Estancia, Kalibo, Aklan",,
ROSE PHARMACY,pharmacy,"City Mall Roxas-Arnaldo Blvd., Brgy. Baybay,, Roxas, Capiz, Western Visayas (Region VI), 5800, Roxas, Capiz",,
FARMACIA HADASSAH,pharmacy,"E. Reyes Avenue, Poblacion Zone II, Estancia, Iloilo, Western Visayas (Region VI), 5017, Estancia, Iloilo",,
Dabuco Health Care Center,pharmacy,"BRGY. SAN MATIAS, DINGLE, ILOILO, Dingle, Iloilo",,
MARICOR DRUGSTORE,pharmacy,"South Market Liberdad, Amelia St., Bacolod, Negros Occidental, Negros Island Region, 6100, Bacolod, Negros Occidental",,
MARICARE PHARMACY,pharmacy,"BRGY. PANDAC, Pavia, Iloilo",,
"WATSONS PERSONAL CARE STORES (PHILIPPINES), INC.",pharmacy,"Gamboa Building, Plaridel Street, Barangay VIII, Roxas City, Capiz",,
SNAFCARE PHARMACY,pharmacy,"Tigbauan Public Market, Barangay 9, Tigbauan, Iloilo",,
RCT PHARMACY,pharmacy,"Purok Mangga, Barangay tabugon, Kabankalan City, Negros Occidental",,
JESS LITTLE PHARMACY,pharmacy,"ILAYA 3RD, Dumangas, Iloilo",,
Jed-K Pharmacy,pharmacy,"Purok 3 Montelibano Street, Brgy. Granada, Bacolod City, Negros Occidental",,
"ALLGREEN RETAIL, INC.",pharmacy,"Ground Floor, Vista Mall Iloilo, Brgy. Pulo Maestra Vita, Oton, Iloilo",,
FAMILYHEALTH &amp; BEAUTY CORP.,pharmacy,"2F, Robinsons Place Pavia, Vice President Fernando Lopez Avenue, Barangay Ungka II, Pavia, Iloilo, Western Visayas (Region VI), 5001, Pavia, Iloilo",,
REME D PHARMACY,pharmacy,"Dumalag Road, Brgy. Poblacion Tabuc, Mambusao, Capiz",,
UNIFRONT PHARMA AND MEDICAL SUPPLIES TRADING,pharmacy,"Cabasac Building, Mclain, Buenavista, Guimaras",,
Botica Joecel,pharmacy,"Barangay Bancal, Alimodian, Iloilo",,
Botika Generics,pharmacy,"San Antonio, Oton, Iloilo",,
WIN7 PHARMACY,pharmacy,"Barangay Balusbos, Malay, Aklan",,
ONEBELLSHIRE CORPORATION,pharmacy,"Unit 228-229 2nd Floor Del Rio 2 Bldg. BS Aquino Drive, Barangay 5, Bacolod, Negros Occidental",,
The Generics Pharmacy,pharmacy,"GP Alvarez St., Brgy. 2 (POB.), Sipalay City, Negros Occidental",,
Farmacia San Dionisio,pharmacy,"36 Rizal Street, Barangay Poblacion, San Dionisio, Iloilo",,
JODALYN'S PHARMACY,pharmacy,"Tigbauan Public Market, Tigbauan, Iloilo, Western Visayas (Region VI), 5021, Tigbauan, Iloilo",,
NEGROS GRACE PHARMACY,pharmacy,"Gaisani Grand Mall, Rizal St., Brgy. Mambulac, Silay, Negros Occidental",,
"WATSONS PERSONAL CARE STORES (PHILIPPINES), INC.",pharmacy,"0625 Martelino Street, Barangay Poblacion, Kalibo, Aklan",,
MORNING STAR DRUGSTORE,pharmacy,"Pueblo de Panay, Barangay Lawa-an, Roxas, Capiz",,
THE GENERICS PHARMACY,pharmacy,"Gaisano Arcade, Arnaldo Blvd., Roxas, Capiz, Western Visayas (Region VI), 5800, Roxas, Capiz",,
SUPER K DRUG-XIX,pharmacy,"Villa Rica Business Park, Brgy. Banica, 5800, Roxas, Capiz",,
CABATBAT PHARMACY,pharmacy,"Amantillo St., Alimodian, Iloilo, Western Visayas (Region VI), 5028, Alimodian, Iloilo",,
ROSE PHARMACY,pharmacy,"Gaisano Capital - Passi, Simeon Aguilar St., Passi, Iloilo, Western Visayas (Region VI), 5037, Passi, Iloilo",,
ROSE PHARMACY,pharmacy,"Don Victorino Salcedo St., Barangay Poblacion Market, Sara, Iloilo",,
ANIPAN DRUG STORE,pharmacy,"Public Market, Brgy. Centro Norte, Pandan, Antique, Western Visayas (Region VI), 5712, Pandan, Antique",,
THE GENERICS PHARMACY,pharmacy,"Ascalos corner De Leon St., Brgy. II, Victorias, Negros Occidental, Negros Island Region, 6119, Victorias, Negros Occidental",,
J. BELUSO DRUGSTORE,pharmacy,"Osmena Street, Barangay Poblacion Centro, Calinog, Iloilo, Western Visayas (Region VI), 5040, Calinog, Iloilo",,
SUPER K DRUG CORPORATION,pharmacy,"Pob. Ilaya, Panay, Capiz, Western Visayas (Region VI), 5801, Panay, Capiz",,
ILOILO GRACE PHARMACY,pharmacy,"Ground Floor, Gaisano Capital, Roxas Avenue Ext.,, Kalibo, Aklan, Western Visayas (Region VI), 5600, Kalibo, Aklan",,
ROSE PHARMACY,pharmacy,"JA 006A and JA 007A SM City Iloilo, Benigno Aquino Avenue, Mandurriao, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
"ROSE PHARMACY, INCORPORATED",pharmacy,"Iloilo Supermart, Mandurriao, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
"BOTIKANG PINOY, INC.",pharmacy,"INFANTE ST.,BRGY. WEST TIMAWA, MOLO, Iloilo City, Iloilo",,
ROSE PHARMACY,pharmacy,"Plazuela de Iloilo, Diversion Road, Barangay San Rafael, Mandurriao, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
HEALTH WATCH PHARMACY,pharmacy,"Brgy. Libo-on-Gonzales, Guimbal, Iloilo, Western Visayas (Region VI), 5022, Guimbal, Iloilo",,
MERCURY DRUG,pharmacy,"Guanzon St., Brgy. V, Kabankalan, Negros Occidental, Negros Island Region, 6111, Kabankalan, Negros Occidental",,
ILOILO GRACE PHARMACY,pharmacy,"Javellana Bldg. II, J.M. Basa St., Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
MERCURY DRUG,pharmacy,"Mabini-Libertad St., Brgy. 40, Bacolod, Negros Occidental",,
PHARMACY OMNICARE,pharmacy,"ANGELA AVENUE, BALABAG, Pavia, Iloilo",,
Josmef Pharma Inc.,pharmacy,"Q. Abeto St., Abeto-Mirasol, Mandurriao, Iloilo City, Iloilo",,
THE GENERICS PHARMACY,pharmacy,"NABAS, PUBLIC MARKET, POBLACION, Nabas, Aklan",,
"DELEX PHARMA INTERNATIONAL, INC.",pharmacy,"Archbishop Reyes Street, Cor., Pastrana Street, Poblacion, Kalibo, Aklan",,
Berlin Pharmacy,pharmacy,"Infante street, Iloilo City Proper, ILOILO, ILOILO",,
LINCONWOOD PHARMACY,pharmacy,"FONTANA WOODS, BARANGAY GARGATO, Hinigaran, Negros Occidental, Negros Island Region, 6106, Hinigaran, Negros Occidental",,
RJ\'S DRUGMART,pharmacy,"Brgy. Jibolo, Janiuay, Iloilo",,
MAGDALENA MULTI-PURPOSE COOPERATIVE (MAM-PC),pharmacy,"Magdalena,, Anini-y, Antique, Western Visayas (Region VI), 5717, Anini-y, Antique",,
Laurenz Pharmacy,pharmacy,"Poblacion Ilaya, Dumarao, Capiz",,
FAMILLA PHARMACY,pharmacy,"Poblacion, Anilao, Iloilo",,
SSG Pharmacy,pharmacy,"Rizal St., Cabatuan, Iloilo",,
OCians 28 PHARMACY,pharmacy,"Barangay Rumbang, Pototan, Iloilo",,
LGE PHARMACY,pharmacy,"GONZAGA STREET, BARANGAY 1, Bacolod City, Negros Occidental",,
3 J.E. DRUGSTORE,pharmacy,"Jover St., Brgy. II, Victorias, Negros Occidental, Negros Island Region, 6119, Victorias, Negros Occidental",,
A-Z PHARMACY,pharmacy,"PUROK 3M'S POBLACION, Toboso, Negros Occidental",,
HERVAS LANE DRUGSTORE,pharmacy,"ZONE 1, BRGY. BALDOZA, LAPAZ, Iloilo City, Iloilo",,
St. Peter's Pharmacy,pharmacy,"Zone 4 Barangay San Juan Molo, Iloilo City, Iloilo",,
M M &amp; C PHARMACY,pharmacy,"BLOCK 47 LOT 28 SAN DIONISIO SUBDIVISION, BRGY. GRANADA, Bacolod City, Negros Occidental",,
MAVCARE PHARMA AND MEDICAL SUPPLIES TRADING,pharmacy,"Poblacion, Badiangan, Iloilo",,
BAC PHARMACY,pharmacy,"Brgy. Bagumbayan, Tobias Fornier, Antique, Western Visayas (Region VI), 5716, Tobias Fornier, Antique",,
