REGION,CHD,PROVINCE,CITY/ MUNICIPALITY,COMPLETE ADDRESS,OWNERSHIP,NAME OF FACILITY,SERVICES,CONTACT NO.,EMAIL ADDRESS,MEDICAL DIRECTOR,VALIDITY
NCR,METRO MANILA,,Malabon City,"2/F MGC Veranda, #31 Gov. Pascual Ave., Tinajeros, Malabon City",PVT,METRO SPECIALISTS DIAGNOSTIC AND SURGICENTER,"General Surgery, Ophthalmologic, Otorhinolaryngologic, Pediatric, Reproductive Health",3523663/09277911999,metrospecilists@yahoo.com,"Dr. Rolando M. De Leon, Jr.","Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Mandaluyong City,"2/F Unit 202 Bldg. A, SM Megamall Complex, J. Vargas Ave., Mandaluyong City",PVT,"AMBULATORY HEALTH CARE INSTITUTE, INC.","General Surgery, Ophthalmologic, Otorhinolaryngologic, Plastic & Reconstructive, Thoracic, Urologic",633-5748 6336597 fax,,Dr. Hernando B. Delizo,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Mandaluyong City,"G/F Belson House, 271 EDSA, Mandaluyong City",PVT,GALILEO SURGICENTER,Ophthalmologic,721-7135,,Dr. Carlos G. Naval,"Jan. 1, 2023 to Dec. 31, 2025"
NCR,METRO MANILA,,Mandaluyong City,"#241 Shaw Blvd. cor. M. Yulo St., Brgy. Bagong Silang, Mandaluyong City",PVT,HEALTH CUBE MEDICAL CLINICS,"General Surgery, Ophthalmologic, Otorhinolaryngologic, Plastic & Reconstructive, Reproductive Health, Thoracic",02-86521111,,"Dr. Marianito S. Mapute, Jr.","Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Mandaluyong City,"Unit L2-201 & L3-302 2nd & 3rd Floor, SOHO Bldg., Greenfield District, 748 Shaw Blvd., Mandaluyong City",PVT,"HEALTH DELIVERY SYSTEM, INC.","Colorectal, General Surgery, Ophthalmologic, Plastic & Reconstructive, Reproductive Health",6572200 loc. 6750,,Dr. Robert Leomark T. Castro,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Mandaluyong City,"Williams Bldg., Williams St. cor. Mayflower St., Greenfield District, Mandaluyong City",PVT,HEALTHFIRST CLINICS,"Colorectal, General Surgery, Ophthalmologic, Orthopedic, Otorhinolaryngologic, Plastic & Reconstructive, Reproductive Health,",,,,"Feb. 18, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Mandaluyong City,"5/F Wellness Zone, Shangrila Plaza Mall, EDSA, Mandaluyong City",PVT,"HMC, INC.","Colorectal, General Surgery, Ophthalmologic, Orthopedic, Otorhinolaryngologic, Plastic & Reconstructive, Urologic",751-4973 to 78,,Dr. Mildred P. Crisostomo,"Jan. 1, 2023 to Dec. 31, 2025"
NCR,METRO MANILA,,Mandaluyong City,"Welfareville Compound, Acacia Lane, Brgy. Addition Hills, Mandaluyong City",PVT,POPCOM FAMILY WELLNESS CLINIC,Reproductive Health (IVF),02-7829284,maylin_vasquez@yahoo.com,Dr. Juan Antonio A. Perez III,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Mandaluyong City,"Unit 146 G/F, EDSA Shangri-La Plaza, Mandaluyong City",PVT,"SKYWOOD HEALTH SERVICES, INC./ MY HEALTH CLINIC","Colorectal, General Surgery, Ophthalmologic, Orthopedic, Otolaryngologic, Plastic & Reconstructive, Reproductive Health, Thoracic, Urologic",570-4325 470-9469 fax,,Dr. Carissa Lapus,"Jan. 1, 2023 to Dec. 31, 2025"
NCR,METRO MANILA,,Mandaluyong City,"163 EDSA Highway Hills, Mandaluyong City",PVT,STONE & PROSTATE CENTER VRPMC (LASER CENTER),Urologic,4771633/09178678663,stonecentervrpmc@yahoo.com,Dr. Bernardo Cabatingan Jr.,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Mandaluyong City,"Level 4 The Podium 12, ADB Avenue, Ortigas Center, Mandaluyong",PVT,"THE AMERICAN EYE CORRECTION CENTER, INC.",Ophthalmologic,02-86360762,info@americaneye.com.ph,Dr. Norman M. Aquino,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Mandaluyong City,"Unit 532 A, Bldg. A, SM Megamall, Ortigas Center, Mandaluyong City",PVT,"THE MEGACLINIC, INC.","Colorectal, General Surgery, Ophthalmologic, Orthopedic, Otorhinolaryngologic, Plastic & Reconstructive, Reproductive Health, Urologic",6739661 loc 101/09992286532/09989802095,info@megaclinic.com.ph/esha.monesit@keralty.com.ph,Dr. Enrique L. Enriquez,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Mandaluyong City,"#11 St. Francis St., Greenhills, East Wack-Wack, Shaw Blvd., Mandaluyong City",PVT,"TULAY LINGAP IN PADRE PIO, INC.","General Surgery, Ophthalmologic, Otorhinolaryngologic, Plastic & Reconstructive",6366635/6370588/09273328625,gonzales.elizabeth93@gmail.com,Rev. Fr. Rolando B. Briones,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Marikina City,"C22 Alicante Bldg., Marquintos Condominium, Sumulong Highway cor. Toyota Ave., Sto. Niño, Marikina City",PVT,"EASTERN LITHOTRIPTERS, INC.",Urologic,367-3949 / 9290750,,Dr. Julius Cajucom,"Jan. 1, 2023 to Dec. 31, 2025"
NCR,METRO MANILA,,Marikina City,"4/F Marikina City Health Office Shoe Avenue, Sto. Niño, Marikina City",PVT,"RIVER VALLEY EYE CENTER AND SPECIALTY CLINICS, INC.","Colorectal, General Surgery, Ophthalmologic, Orthopedic, Otorhinolaryngologic",9424706/6631728/85272892/09171641461,rvec_2@yahoo.com,Dr. Michael Ronald D. Alano,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Marikina City,"Unit 1-B Citicentre, J.P. Rizal cor. Puerto Rico St., Brgy. Nangka, Marikina City",PVT,"VALLEYMED DIAGNOSTIC & AMBULATORY SURGICAL CENTER, INC.","General Surgery, Ophthalmologic",75766622/09156153963/09178998259/2749090,valleymedmultispecialtyclinic@yahoo.com/valleymedmultispecialtyclinic@gmail.com,Dr. Edgardo B. Cabrera,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Muntinlupa City,"L-302 Home Precinct Westgate, Filinvest, Alabang, Muntinlupa City",PVT,"BELO MEDICAL GROUP, INC.",Plastic & Reconstructive,7712350/09178078868/85395904,alabang@belomed.com/dreyes@belomed.com,Dr. Philip Buñag,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Muntinlupa City,"Level 2, Pixie Forest Entrance Festival Supermall, Filinvest Corporate City, Alabang, Muntinlupa City",PVT,"HMC, INC.","General Surgery, Opthalmologic, Oral Maxillo-Facial, Orthopedic, Pediatric, Plastic & Reconstructive, Reproductive Health, Urologic",751-4958 / 850-4031 fax,vina.daguio@healthway.com.ph,Dr. Erlinda Sison,"Jan. 1, 2023 to Dec. 31, 2025"
NCR,METRO MANILA,,Muntinlupa City,"2/F Alabang Town Center, Alabang, Muntinlupa City",PVT,"HMC, INC.","Colorectal, General Surgery, Ophthalmologic, Oral Maxillo-Facial, Orthopedic, Otolaryngologic, Pediatric, Plastic & Reconstructive, Reproductive Health, Urologic, Thoracic",9175591356,vina.daguio@healthway.com.ph,Dr. Fidevina Daguio,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Muntinlupa City,"3rd Floor Wellness Lane, Festival Mall, Filinvest Alabang, Muntinlupa City",PVT,"MEDICARD PHILIPPINES, INC.","Colorectal, General Surgery",8503209/09088864752,sabayhon@medicardphils.com,Dr. Ma. Veronica M. Edades,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Muntinlupa City,"Level 2 Festival Mall, Brgy. Filinvest, Alabang, Muntinlupa City",PVT,METRO SANITAS CORPORATION,"Colorectal, General Surgery, Plastic & Reconstructive, Reproductive Health",86379661/09225008003/09239414908/09209889880/09192472718,femina.agcopra@keralty.com.ph/camelle.domanais@keralty.com.ph,Dr. Melanie Siapno,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Muntinlupa City,"G/F Alabang Medical Center, Alabang-Zapote Road, Muntinlupa City",PVT,"METRO SOUTH UROLOGY GROUP, INC.",Urologic (Lithotripsy),87443798,mugincuro1@gmail.com,Dr. Aladin Joseph R. Gamboa,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Muntinlupa City,"2097 & 2098 Style Blvd., 2/F Festival Supermall, Alabang, Muntinlupa City",PVT,MY HEALTH CLINIC,"Colorectal, General Surgery, Orthopedic, Otorhinolaryngologic, Plastic & Reconstructive, Reproductive Health, Thoracic",02-80998821/09175911508/09175644974,manicete@myhealth.ph/ecruz@myhealth.ph/kcantonjos@myhealth.ph,Dr. Maria Kristina Cantojos,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Muntinlupa City,"R-2 El Molito Bldg., Madrigal Ave., Ayala Alabang, Muntinlupa City",PVT,"TOKYO HEALTHLINK, INC. MEDICAL DIAGNOSTIC CENTER","General Surgery, Ophthalmologic, Orthopedic, Otolaryngologic, Reproductive Health",772-2678 / 7722679,,Dr. Vinzon Valencia,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Parañaque City,"B-1 Lot 29 Aguirre Ave., BF Homes, Parañaque City",PVT,MEDSURG EYE CENTER,Ophthalmologic,8934657/09178782020,medsurgeyecenter@gmail.com,"Dr. Manuel Joseph C. Singson, Jr.","Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Pasay City,"2/F North Parking Bldg., Wellness Zone, JW Diokno Blvd., Mall of Asia Complex, Pasay City",PVT,BOROUGH MEDICAL CLINIC,"General Surgery, Ophthalmologic, Otorhinolaryngologic",09174592348/5560557-59/09175535612,moa.clinic@boroughmedical.org,Dr. Azalea May C. Heredia,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Pasay City,"3rd Floor, Unit 306-309, 311 Northlink Bldg., SM North EDSA, Quezon City",PVT,PERFECT SIGHT,Ophthalmologic,,,,"Jan. 1, 2023 to Dec. 31, 2025"
NCR,METRO MANILA,,Pasig City,"248 Mercedes cor. M. Suarez Sts., San Miguel, Pasig City",PVT,"ARDI HEALTH SERVICES, INC.","Colorectal, General Surgery, Ophthalmologic, Orthopedic, Otorhinolaryngologic, Pediatric Plastic & Reconstructive, Thoracic, Urologic",628-4097/628-4108 / 6403679,,Dr. Margarita Luisa A. Alfonso,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Pasig City,"Suite 1508 Medical Plaza Ortigas, San Miguel Ave., Pasig City",PVT,"ASIAN STEM CELL INSTITUTE, INC.",Plastic & Reconstructive,910-1097 / 0917-3277479,,Dr. Maria Cristina A. Puyat,"Jan. 1, 2023 to Dec. 31, 2025"
NCR,METRO MANILA,,Pasig City,"Unit 158-159 SM Super Center Pasig, Frontera Verde, Brgy. Ugong, Pasig City",PVT,CLINICA MANILA PASIG,"Colorectal, General Surgery, Ophthalmologic, Orthopedic, Otorhinolaryngologic, Plastic & Reconstructive Reproductive Health",86967055-57,clinicamanilapasig@yahoo.com,Dr. Hernando Delizo,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Pasig City,"#27 Shaw Blvd., Brgy. San Antonio, Pasig City",PVT,"FRIENDLYCARE FOUNDATION, INC.","General Surgery, Ophthalmologic, Reproductive Health",02-6352876/7222966/7225205,mjvenzon@friendlycare.org,"Dr. Eleazar L. Lim, Jr.","Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Pasig City,"Unit W-408 West Tower, Philippine Stock Exchange Centre (Tektite Towers) Exchange Road, Ortigas Center, Brgy. San Antonio, Pasig City",PVT,LA NOUVELLE IMAGE DERMATOLOGY & PLASTIC SURGERY CLINIC,Plastic & Reconstructive,637-7841 / 0919-3246371,,Dr. Ma. Corazon Regina Corona,"Jan. 1, 2023 to Dec. 31, 2025"
NCR,METRO MANILA,,Pasig City,"Ortigas Center, Meralco Compound, Pasig City",PVT,MERALCO CORPORATE WELLNESS CENTER,"Colorectal, General Surgery, Ophthalmologic, Orthopedic, Otorhinolaryngologic",6328796/6328105/6328268/09171657914/09260619903,atflorentino@meralco.com.ph,Dr. ABIGAIL T. FLORENTINO,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Pasig City,"1101 Raffles Corporate Center, F. Ortigas Jr Rd. Ortigas Center, Brgy. San Antonio, Pasig City",PVT,PHILIPPINE CENTER FOR ASSISTED REPRODUCTION INC.,"Reproductive Health, Urologic",9151048/4705092,crminc_iuf@yahoo.com,Dr. Leonardo Almeda,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Pasig City,"G/F Silver City Mall, Tiendesitas Complex, Fronter Verde, Brgy. Ugong, Pasig City",PVT,"PROVISION EYE CARE NETWORK, INC.",Ophthalmologic,86614608,provisioneyecarenetwork@gmail.com,Dr. Marco A. Tumalad,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Pasig City,"Unit 701, 7th Floor, Fortune Bldg., 144 Pasig Blvd., Bagong Ilog, Pasig City",PVT,"RIVER VALLEY EYE CENTER AND SPECIALTY CLINICS, INC.","Colorectal, General Surgery, Ophthalmologic, Orthopedic, Otorhinolaryngologic",584-6411,,Dr. Raymond Evangelista,"Jan. 1, 2023 to Dec. 31, 2025"
NCR,METRO MANILA,,Pasig City,"757 C. Raymundo Ave., Maybunga, Pasig City",PVT,SAA HEALTHCARE,"Colorectal, General Surgery, Ophthalmologic, Orthopedic, Otolaryngologic, Plastic & Reconstructive, Reproductive Health, Urologic",641-3912 0917-5289335,,Dr. Noel C. Cruz,"Jan. 1, 2023 to Dec. 31, 2025"
NCR,METRO MANILA,,Pasig City,"G013 Parking Building, Ortigas Technopoint, #1 Doña Julia Vargas Avenue, Ugong Ortigas, Pasig City",PVT,SCELTO MEDICO,Otorhinolaryngologic,5026269/2779525/09178743261/5026269,info@sceltomedico.com,Dr. Daniel M. Alonzo,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Pasig City,"21st Floor Hanston Square Bldg., #17 San Miguel Ave., Ortigas Center, Pasig City",PVT,SHINAGAWA LASIK & AESTHETIC CENTER CORPORATION,Ophthalmologic,02-3685240/09178743261/4910000/09176201443,info@shinagawa.ph/viceral@shinagawa.ph,Dr. Carlo Felix Adraneda,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,San Juan City,"#15 Eisenhower St., Brgy. Greenhills, San Juan City",PVT,"AIP DERMATOLOGY & SURGERY CENTER, INC.",Plastic & Reconstructive,7258670/09277198226,aip.derma.surgery@gmail.com,Dr. Gone Gerald Tiongco,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,San Juan City,"3401-B Atlanta Center, 31 Annapolis, Greenhills, San Juan City",PVT,EYE CAN CATARACT SURGERY CENTER AND EYE CARE CLINIC,Ophthalmologic,09985302148/83512083/09566085047,eyecanphil@gmail.com,Dr. Jose V. Corpus Jr.,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,San Juan City,"Basement 1, Promenade Bldg., Greenhills Shopping Center, San Juan City",PVT,HEALTH CUBE MEDICAL CLINICS,"General Surgery, Ophthalmologic, Orthopedic, Otolaryngologic, Plastic & Reconstructive, Reproductive Health, Urologic",86521111/86501111/09175543962,bpd@healthcube.com.ph,Dr. Jan Denton A. Chua,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,San Juan City,"49 Connecticut St., Northeast Greenhills, San Juan City",PVT,"BELO MEDICAL GROUP, INC.",Plastic & Reconstructive,737-3264 loc. 209,,Dr. Victoria G. Belo,"Jan. 1, 2023 to Dec. 31, 2025"
NCR,METRO MANILA,,San Juan City,"#35 F. Flumentritt St., Brgy. Pedro Cruz, San Juan, M.M.",PVT,"OPHTHALMOLOGICAL FOUNDATION OF THE PHILS., INC. (OFPHIL)",Ophthalmologic,9420266 / 0925-6595604,,,"Jan. 1, 2023 to Dec. 31, 2025"
NCR,METRO MANILA,,San Juan City,"Unit C-3 BTTC Centre, 288 Ortigas Ave., Greenhills, San Juan City",PVT,THE ICON CLINIC-PLASTIC SURGERY AND DERMATOLOGY INC.,Plastic & Reconstructive,6376865/09773174388/82522634,joy@theiconclinic.com/vina@theiconclinic.com,Dr. Divina Gracia T. Yapjuangco,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Taguig City,"Unit 3 & 4 G/F Dusit D2 Hotel and Residences, Mckinley Parkway, Dusit D2, The Fort Bonifacio Global City, Taguig",PVT,COSMEDICS A DERMASTER CLINIC ,General surgery,91757410380,info.mycosmedics@gmail.com,Dr. Alvin M. Jorge,"Aug. 23, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Taguig City,"4/F Market Market Mall, Bonifacio Global City, Taguig City",PVT,"HMC, INC.","Colorectal, General Surgery, Ophthalmologic, Otorhinolaryngologic, Orthopedic, Reproductive Health, Urologic",7295049/7514929/09176296107/77206114/09178078386,christyann.madamba@healthway.com.ph,Dr. Reynalyn D. Tomada,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Taguig City,"3/F Burgos Park Bldg, Forbestown Road, Bonifacio Global City, Taguig City",PVT,K1 HEALTH SCIENCE CORPORATION,Plastic and Reconstructive Surgery,02-5731420/9429617/09178443220/09209665613,abyanee12hr@gmail.com/info@aivee.ph,Dr. Arnold Angeles,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Taguig City,"21st Flr., One Central Bldg, 9th Avenue corner with 31 Sreeet, Bonifacio Global City, Taguig City",PVT,SHINAGAWA LASIK & AESTHETICS CENTER CORPORATION,Ophthalmologic,3685250,viceral@shinagawa.ph,Dr. Albert France Guerrero,"Jan. 1, 2023 to Dec. 31, 2025"
NCR,METRO MANILA,,Valenzuela City,"2nd Floor Valenzuela Town Center, Mac Arthur Hi-way, Karuhatan, Valenzuela City",PVT,MEDIXCARE HEALTH MANAGEMENT SOLUTIONS INC ,Ophthalmologic,02-83526000,medixcarehealth@yahoo.com,Dr. Mario Reyes,"Mar. 15, 2021 to Dec. 31, 2023"
CORDILLERA,CAR,ABRA,Bangued,"Capitulacion St., Calaba, Bangued, Abra",PVT,ABRA MEDICAL DIAGNOSTIC CENTER AND AMBULATORY SURGICAL CLINIC INC.,"General Surgery, Reproductive Health",0917-501-3527 / 074-614-6216,amdcasc.inc@gmail.com,Dr. Joselito B. Bringas,"Jan. 1, 2022 to Dece. 31, 2024"
CORDILLERA,CAR,BENGUET,Baguio City,"4/F CYA Bldg., Military Cut Off Road, Baguio City",PVT,GASTROHEP ENDOSCOPY UNIT,"General Surgery, Colorectal Surgery, Thoracic Surgery (Esphagascopy) & Urologic",09267523476/09209066576,gastrohependoscopy2014@gmail.com/vannvergara@yahoo.com,Dr. Armando C. Lay,"Jan. 1, 2022 to Dece. 31, 2024"
REGION 13,CARAGA,AGUSAN DEL NORTE,Nasipit,"Ugducan Heights, Triangulo, Nasipit",PVT,"CATAMINA CLINIC & AMBULATORY SURGICAL CLINC , INC.","General Surgery, Ophthalmologic, Orthopedic, Urologic",815-808-0637/ 09165000118 /,jereme_atpm@hotmail.com,Jereme Bacalso Atupan - owner,"Jan. 1, 2023 to Dec. 31, 2025"
REGION 13,CARAGA,AGUSAN DEL NORTE,Butuan City,"2nd Floor, Sentro Bldg., J.C. Aquino Ave., Butuan City",PVT,BUTUAN SPEEDEE LABORATORY & DIAGNOSITC CENTER,"General Surgery, Orthopedic, Reproductive Health, Urologic",085-2255442/8161345/09489393754,,Dr. Erik C. Gamba,"Jan. 1, 2021 to Dec. 31, 2023"
REGION 13,CARAGA,AGUSAN DEL NORTE,Butuan City,"Lifescape Arcade, J.C. Aquino Ave., Butuan City, Agusan del Norte",PVT,"HIPOL UROLOGY, STONE CENTER & AMBULATORY SURGERY","General Surgery, Ophthalmologic, Urologic",085-8173907,hipolurologystonecenter@yahoo.com,Dr. Rodrigo S. Hipol III,"Jan. 1, 2021 to Dec. 31, 2023"
REGION 13,CARAGA,AGUSAN DEL NORTE,Cabadbaran City,"T. Cirato St., Cabadbaran City, Agusan del Norte",PVT,GOOD FRIEND CLILNIC & AMBULATORY SURGICAL CENTER,General Surgery,0966-5492770 /,goodfriend1clinic2surgery@gmail.com,Dr. Richard Bolivar Jugao,"Jan. 1, 2021 to Dec. 31, 2023"
,,,,,,,,0977-648-6095 /,,,
,,,,,,,,0961-076-5082,,,
REGION 13,CARAGA,SURIGAO DEL NORTE,Surigao City,"2/F City Commercial Bldg., Borromeo St., Surigao City",PVT,"SURIGAO HEALTH SPECIALISTS, INC.","Colorectal, General Surgery, Ophthalmologic, Orthopedic, Plastic & Reconstructive, Reproductive Health, Thoracic, Urologic",086-8268425/6200,surigaohealthspecialist@yahoo.com,Dr. Roy Ycong,"Jan. 1, 2021 to Dec. 31, 2023"
